age,income,loan_amount,credit_score,employment_years,existing_debt,num_credit_lines,default
64,74637.98,6738.76,626.0,2.5,6090.88,8,0
33,35695.96,13528.71,609.0,0.5,8763.71,9,0
42,62676.72,28217.36,700.0,2.2,2884.35,11,0
63,73029.98,11429.18,658.0,4.2,0.0,11,0
57,30294.13,5823.91,565.0,10.6,9457.24,9,0
53,55839.57,22665.09,562.0,1.7,8057.36,10,0
23,53429.69,19186.84,717.0,4.9,0.0,11,0
39,42088.39,16700.95,647.0,0.9,4296.46,13,0
43,56847.14,4450.86,536.0,2.2,0.0,9,0
49,42994.27,5587.09,617.0,14.7,10229.1,5,0
50,82486.14,2701.45,637.0,6.9,7838.61,6,0
59,42467.11,18452.25,551.0,3.9,8972.2,5,0
64,70839.58,23158.95,599.0,1.4,11119.08,13,0
45,21892.27,18722.14,723.0,2.4,14577.35,1,0
57,51763.8,30599.22,849.0,0.9,9067.97,4,0
28,55246.22,11464.77,674.0,2.2,11691.06,14,0
62,51114.18,12410.64,542.0,0.8,18914.32,11,0
36,47073.63,15852.5,633.0,7.9,13799.31,13,0
28,41649.7,13164.01,660.0,0.4,9309.36,1,0
21,70090.82,18989.69,713.0,1.0,8940.44,12,0
64,74989.16,9883.03,715.0,5.9,3024.77,1,0
25,53356.78,3842.21,759.0,11.6,4121.36,3,0
23,33067.25,1000.0,650.0,16.7,7408.06,7,0
21,90878.99,18844.1,651.0,9.0,5878.43,1,0
24,37404.05,10792.71,499.0,1.2,19312.87,7,1
60,25811.55,5643.67,569.0,1.7,10237.16,10,0
55,15000.0,10047.53,541.0,10.2,9743.41,14,1
52,56989.04,30620.26,583.0,11.0,15039.06,10,0
62,50651.67,6112.85,558.0,5.1,9098.36,13,0
54,75619.13,20817.53,563.0,1.9,6344.91,1,0
63,67221.69,18368.75,737.0,1.3,9549.99,9,0
45,60804.02,25731.46,496.0,9.6,10438.93,5,0
30,49572.66,14015.26,634.0,1.1,16401.08,13,0
41,77199.55,2517.24,719.0,5.4,0.0,6,0
59,92347.8,22940.36,626.0,17.2,3564.32,12,0
47,75179.58,13001.42,756.0,6.1,7562.5,9,0
47,45729.37,25195.71,602.0,1.5,13623.36,11,0
22,70631.31,21527.75,790.0,1.7,12723.47,3,0
61,46958.21,22966.96,525.0,0.5,8650.02,3,0
33,32898.65,33947.85,756.0,5.8,14115.8,5,1
29,37019.22,17255.98,578.0,3.7,3956.75,13,0
56,47836.43,26542.84,766.0,1.2,19300.15,13,0
42,57079.19,11761.24,613.0,1.3,2985.81,7,0
62,96211.62,19325.69,738.0,0.0,0.0,3,0
46,37366.21,10981.83,752.0,19.2,11631.06,4,0
32,81469.77,18833.92,604.0,8.8,0.0,14,0
37,48654.81,17998.44,732.0,2.5,4946.63,2,0
34,15000.0,1000.0,648.0,14.6,7140.99,9,0
34,44885.48,10106.18,533.0,5.7,10489.33,10,0
54,78533.94,16842.53,691.0,7.0,14077.6,9,0
40,61893.39,1000.0,569.0,5.7,0.0,13,0
31,63089.02,14233.25,598.0,7.1,1246.86,11,0
36,81570.08,23067.76,579.0,0.9,28481.16,2,1
51,34273.27,25401.97,680.0,4.1,6733.08,5,0
26,33964.99,8740.44,571.0,9.5,0.0,1,0
39,15000.0,25915.25,552.0,0.1,1948.64,8,1
57,72541.64,24664.93,567.0,0.7,4835.4,6,0
24,66249.68,1000.0,593.0,1.4,8029.92,14,0
24,69479.33,15926.34,690.0,1.7,15155.42,10,0
40,31339.78,16811.43,723.0,1.0,17803.31,10,0
30,22915.02,27150.36,722.0,4.9,3053.15,2,1
44,28607.63,17291.08,647.0,1.7,4592.14,2,0
55,36548.55,26149.85,645.0,0.9,8891.04,10,0
46,86079.18,8753.75,635.0,11.8,3643.79,5,0
57,75002.53,2215.61,686.0,5.9,15156.98,7,0
58,45835.59,9817.29,740.0,1.4,22800.3,9,0
41,60985.04,27615.91,638.0,2.2,8128.0,9,0
60,41432.76,22407.36,693.0,6.8,9970.57,12,0
59,62285.6,33579.69,551.0,7.8,4484.23,11,0
41,32238.09,3453.36,718.0,1.0,10014.47,6,0
30,70005.03,23330.58,667.0,13.8,1638.94,2,0
58,38005.93,21038.93,567.0,7.7,2305.32,6,0
24,71118.3,12717.47,736.0,9.7,0.0,1,0
40,46451.54,21207.42,551.0,0.8,12895.53,11,1
37,39198.48,16119.72,468.0,0.8,16332.85,11,1
27,87259.93,18682.46,718.0,1.8,14183.85,13,0
24,58538.92,20444.4,681.0,0.3,8563.44,2,0
49,48556.37,22840.87,553.0,0.5,6120.04,12,0
34,70163.57,15694.49,678.0,0.8,7443.58,3,0
23,28200.18,29218.69,744.0,6.2,1884.16,5,0
44,77137.27,13274.2,671.0,0.2,13645.48,10,0
57,52211.11,30070.06,845.0,0.4,14290.46,1,0
36,67015.75,5977.25,582.0,14.4,1625.21,12,0
24,24042.53,7119.52,471.0,0.4,2394.12,10,0
44,47351.48,7587.92,537.0,3.9,45.1,13,0
54,55091.6,22654.89,466.0,5.1,6472.72,14,0
50,75605.98,8556.31,821.0,15.9,7869.74,13,0
38,68608.22,26921.0,650.0,11.5,8398.71,13,0
39,47150.46,10788.21,805.0,2.9,7.13,5,0
51,61358.96,18194.29,622.0,14.3,3607.25,5,0
39,80131.38,20120.7,578.0,2.8,3617.9,4,0
39,51000.23,6874.05,512.0,5.5,12385.56,3,0
42,48822.7,3873.81,618.0,1.5,2023.99,7,0
44,17205.91,17263.07,718.0,5.1,8326.14,11,1
32,49418.55,12782.07,632.0,3.9,3748.73,7,0
50,20207.46,18987.59,522.0,4.7,6850.45,1,1
58,52713.31,4234.74,702.0,5.7,13673.43,7,0
51,74762.7,12145.94,717.0,1.0,566.93,3,0
56,15000.0,13545.3,608.0,1.8,0.0,13,0
39,79684.18,1000.0,598.0,6.7,0.0,3,0
56,48395.54,22963.66,513.0,0.9,10503.91,6,0
50,54456.7,8940.47,700.0,2.1,814.97,6,0
53,44951.6,26993.29,613.0,5.5,3723.97,11,0
38,20735.26,9457.35,436.0,13.9,10723.64,13,0
48,39340.22,10829.39,531.0,0.4,12823.42,4,0
31,96948.2,5064.7,695.0,3.6,14196.09,5,0
53,33079.09,24172.9,623.0,0.4,11324.13,3,0
37,23229.15,18633.29,559.0,2.4,1245.46,3,0
26,57825.82,26201.09,654.0,1.0,17637.78,9,0
24,53284.47,13341.21,583.0,5.2,2342.6,5,0
40,48533.4,14666.27,599.0,7.1,4182.84,1,0
47,55288.96,1543.89,628.0,1.4,7967.03,9,0
35,67884.05,10007.64,785.0,6.2,9672.37,10,0
26,43256.73,16363.99,784.0,3.0,16631.6,6,0
34,58888.2,18097.61,492.0,1.7,4203.25,9,0
31,75477.49,29591.5,645.0,3.7,10282.49,14,0
59,35094.23,1000.0,534.0,2.4,4236.8,11,0
29,15000.0,16835.64,565.0,1.3,17645.03,7,1
46,68416.17,11990.1,501.0,7.1,10563.29,11,0
36,105059.25,15604.03,581.0,8.0,15735.61,10,0
25,54852.91,15821.73,555.0,8.1,1083.58,10,0
30,59038.64,13470.52,732.0,2.4,4633.29,7,0
23,49083.83,5935.14,583.0,0.9,9491.95,5,0
33,86761.22,4449.78,494.0,9.2,15830.58,7,0
63,53444.86,12880.71,650.0,2.0,13953.63,10,0
50,51268.72,3635.06,636.0,6.9,17002.56,4,0
26,73217.28,14096.77,629.0,8.5,16048.0,11,0
37,45314.54,12973.04,699.0,7.3,12672.37,11,0
39,29306.13,1000.0,749.0,2.5,8920.23,6,0
62,72646.01,30468.9,628.0,13.9,1310.32,2,0
55,43169.06,15618.06,671.0,5.4,0.0,14,0
46,35490.8,1000.0,630.0,4.3,8746.03,10,0
25,97000.96,16977.06,691.0,6.0,12815.89,3,0
49,51428.06,13372.89,532.0,0.2,0.0,2,0
57,64884.52,4457.87,699.0,2.5,955.25,13,0
40,55590.56,17474.42,673.0,10.7,1900.84,10,0
41,37273.61,7462.77,573.0,0.9,6874.34,2,0
30,68788.67,16544.26,827.0,2.7,8619.32,7,0
25,61291.58,9387.92,541.0,2.6,14488.64,5,0
56,41812.4,7755.37,676.0,2.2,104.58,13,0
26,63663.81,14875.73,573.0,4.1,10065.36,13,0
46,44713.8,2023.26,696.0,27.9,0.0,6,0
24,32910.09,14339.7,810.0,1.5,13014.66,3,0
59,30886.65,20258.03,712.0,6.1,5110.18,10,0
59,60401.17,25164.89,641.0,7.1,727.13,5,0
55,47345.38,23708.55,724.0,4.4,3966.45,5,0
21,85034.08,25826.64,603.0,0.5,1307.95,11,0
44,54140.84,11362.29,689.0,4.2,8552.93,4,0
56,39295.93,6802.91,657.0,15.3,11744.39,10,0
26,58156.35,21522.85,553.0,2.1,14187.34,4,0
61,29114.65,10864.85,787.0,5.1,4886.93,12,0
64,53317.38,15050.1,750.0,16.0,16327.71,13,0
51,61383.34,20974.94,582.0,8.0,7853.81,8,0
40,58913.45,31168.78,732.0,5.8,15590.73,6,0
44,81056.0,19230.4,556.0,17.7,7056.43,11,0
45,106950.34,16640.82,687.0,0.9,6614.23,2,0
56,68427.95,6031.11,654.0,7.4,11470.59,2,0
41,78575.93,24354.84,784.0,2.6,9847.72,2,0
50,105869.25,18269.14,677.0,2.2,4675.5,6,0
44,34875.48,12222.86,526.0,3.7,14931.58,12,0
64,57612.55,11396.65,732.0,0.2,2259.84,1,0
62,45440.07,11745.1,615.0,1.9,11470.64,3,0
50,71853.15,15351.72,611.0,0.9,11206.87,1,0
42,60432.38,3327.94,652.0,0.7,14387.56,4,0
48,38631.35,24744.18,604.0,2.1,14505.2,13,1
27,55218.96,23277.39,794.0,8.1,6908.35,1,0
55,75938.45,13660.09,714.0,1.1,8196.75,9,0
48,28925.51,11762.8,558.0,3.8,7794.73,11,0
34,39053.11,14814.58,592.0,6.9,18473.45,12,1
30,36054.5,16172.49,545.0,1.4,11905.87,11,1
36,61527.93,12599.23,727.0,12.9,14262.66,13,0
36,79810.32,22992.68,645.0,10.1,6493.7,6,0
51,15000.0,3607.13,572.0,1.4,1239.88,14,0
62,56887.97,9304.51,776.0,22.8,2387.19,8,0
45,36515.59,21201.94,690.0,5.5,14074.99,14,0
33,75108.06,17594.21,665.0,1.7,3610.34,2,0
26,50260.63,9563.67,661.0,5.7,27170.93,14,0
64,57613.48,18203.75,541.0,5.5,5566.1,6,0
29,54973.26,8656.32,695.0,4.7,10107.28,4,0
56,77484.38,12519.07,616.0,6.2,10096.47,7,0
63,95972.63,23349.75,720.0,1.6,9076.87,8,0
40,32306.69,22464.67,701.0,19.3,680.72,14,0
38,35948.88,17305.89,645.0,9.8,9486.52,6,0
63,61429.96,6590.81,639.0,6.8,9434.0,13,0
41,38671.95,11978.76,783.0,0.1,6203.87,13,0
24,73671.68,15771.73,543.0,4.5,19108.8,1,0
53,76882.35,26643.37,604.0,6.1,0.0,8,0
47,44068.47,1000.0,741.0,9.6,0.0,11,0
27,39729.25,8022.85,769.0,14.6,12522.26,1,0
26,49504.42,24028.83,639.0,12.4,7477.2,9,1
35,57080.36,25881.34,594.0,2.6,2720.6,2,0
38,61296.74,14442.29,596.0,11.3,9170.1,11,0
52,15000.0,27307.21,535.0,0.0,13756.26,10,1
31,35650.89,9133.03,810.0,2.2,0.0,6,0
40,46918.01,2926.08,638.0,0.6,12337.23,8,0
44,39060.21,21321.84,687.0,10.7,9984.96,5,1
35,15000.0,25357.64,688.0,13.2,6623.09,14,1
27,17232.55,25224.23,769.0,1.5,9473.62,2,1
41,28892.83,8092.44,616.0,2.3,9574.85,5,0
62,52694.32,16595.04,622.0,20.6,11299.15,1,0
46,46275.96,21718.54,716.0,4.2,2089.48,8,0
64,42368.62,17407.82,506.0,3.4,14524.84,8,0
34,70930.3,26570.85,769.0,3.5,13953.93,14,0
57,70922.67,11759.63,789.0,6.0,14130.6,2,0
41,57998.37,14435.07,670.0,15.5,0.0,6,0
38,57402.41,16889.52,575.0,2.3,14866.22,11,0
25,37866.79,21660.43,718.0,0.9,5787.18,8,0
23,40260.15,13444.32,635.0,1.0,11184.55,10,0
43,20847.01,22419.47,661.0,0.1,0.0,13,0
46,49984.97,27837.0,667.0,4.1,3900.92,8,0
57,70714.83,10855.43,597.0,13.2,13042.3,12,0
44,82086.6,13682.72,678.0,6.2,11155.97,14,0
39,50104.4,22742.08,533.0,24.8,1520.25,14,0
45,64833.38,30420.23,474.0,12.0,12081.12,7,0
41,15000.0,20087.67,679.0,3.4,3103.13,3,0
32,46341.43,8710.11,733.0,3.3,6403.53,13,0
61,45872.75,16585.38,609.0,4.9,979.24,14,0
53,84823.37,22681.55,604.0,0.6,10060.1,12,0
24,62858.67,8499.45,702.0,4.7,14524.11,14,0
62,64885.11,6372.96,648.0,3.1,13309.83,11,0
27,63846.57,12240.14,605.0,5.1,2553.82,4,0
42,55908.85,20277.07,674.0,4.2,7722.92,1,0
53,85647.31,4046.29,651.0,1.9,0.0,9,0
37,15000.0,9455.37,550.0,4.7,16186.05,14,1
44,57924.21,17189.28,641.0,2.3,8114.54,10,0
54,77596.06,23724.15,665.0,1.1,11899.95,10,0
48,17172.13,17321.69,607.0,5.6,9194.89,2,0
63,71758.36,17997.48,724.0,1.8,4243.29,10,0
61,39776.74,23039.37,689.0,11.0,4676.82,7,0
59,57196.32,27778.06,628.0,1.1,10734.47,8,0
42,39392.81,26884.1,661.0,4.6,17821.49,14,0
37,74183.03,1000.0,620.0,4.2,5942.69,4,0
54,49232.76,15784.46,632.0,1.1,15044.89,11,0
26,71915.94,22300.13,635.0,2.9,13536.12,11,0
26,63706.6,28598.29,508.0,5.6,6083.82,10,0
54,39124.15,20127.89,652.0,1.9,14601.06,1,0
21,65037.18,8126.51,675.0,0.6,14115.57,5,0
30,41728.62,9183.9,847.0,4.8,0.0,10,0
41,56282.56,9407.75,685.0,1.3,12209.67,10,0
25,48868.11,17460.15,598.0,5.7,15683.13,6,0
22,72998.24,11161.42,519.0,9.1,995.46,7,0
42,65806.45,1000.0,565.0,0.7,117.96,1,0
22,54385.57,5573.69,610.0,2.9,9247.76,13,0
30,41285.76,11446.01,611.0,2.9,17471.8,4,0
54,29620.17,4100.14,631.0,5.0,1472.23,12,0
36,57713.13,5291.76,618.0,2.0,0.0,5,0
59,42354.18,31407.77,632.0,2.7,5279.31,5,0
42,17440.08,14931.02,616.0,0.1,4443.15,7,1
32,28399.43,11911.08,651.0,0.7,0.0,4,0
44,87517.51,20338.75,578.0,4.2,4494.96,10,0
60,41800.47,24168.56,549.0,1.2,10092.84,7,0
58,76643.26,32924.93,631.0,0.8,19137.56,8,0
30,47867.01,28642.98,685.0,2.0,11369.62,2,1
55,79791.55,18478.47,560.0,0.9,12836.97,14,0
52,78343.28,2737.54,604.0,0.3,1470.12,1,0
27,38486.09,6980.14,638.0,1.7,7433.24,13,0
41,15240.49,11785.13,636.0,0.9,6678.58,10,1
40,16933.59,19052.51,710.0,8.0,9955.76,10,1
46,38826.77,15754.53,725.0,0.3,11580.59,1,0
24,92792.69,3215.79,668.0,6.9,13717.2,13,0
42,46788.76,1785.99,747.0,2.4,8191.46,1,0
35,57904.88,17072.06,620.0,5.6,4862.16,9,0
60,81066.74,15960.32,717.0,0.3,15344.43,4,0
41,57206.43,13320.99,601.0,12.7,12350.81,9,0
35,56517.82,18863.41,674.0,7.3,11708.85,7,0
42,67453.26,24974.5,702.0,0.8,7763.36,7,0
48,60779.4,17480.55,654.0,1.2,15297.53,13,0
34,53010.66,7466.8,573.0,5.2,457.62,2,0
47,40571.01,30321.76,516.0,12.7,13357.97,2,1
61,56569.78,13589.53,695.0,3.0,13327.87,12,0
60,76888.0,15399.98,628.0,3.3,2595.42,5,0
48,90640.09,9770.74,634.0,1.4,3916.76,10,0
46,60845.53,6404.69,770.0,2.4,290.53,1,0
22,70103.22,7056.05,574.0,1.7,11062.31,7,0
45,60394.61,5297.65,709.0,2.2,0.0,11,0
23,53253.41,1000.0,591.0,0.1,9339.27,7,0
28,65285.14,13749.92,636.0,0.2,3417.09,11,0
64,78786.66,23818.79,563.0,5.7,2094.16,8,0
53,37272.76,7125.5,590.0,5.7,0.0,7,0
62,25972.07,35475.9,683.0,2.0,2682.61,8,1
55,44339.84,26091.02,754.0,10.8,16578.86,3,0
26,59233.24,14854.21,684.0,1.5,3684.81,3,0
59,72397.43,6111.35,674.0,2.5,10518.85,8,0
43,35209.84,2223.22,850.0,6.6,1454.71,9,0
45,15000.0,14090.53,695.0,6.8,14155.56,10,1
63,44811.03,15544.97,575.0,9.9,11630.28,4,0
39,51121.72,13364.9,515.0,0.1,6633.52,8,0
25,31754.53,23554.58,680.0,1.0,9390.48,1,0
31,39878.18,26976.66,537.0,5.1,9905.6,2,0
32,72345.67,18781.39,570.0,2.1,1993.88,13,0
30,56562.4,19211.73,674.0,0.2,3119.39,10,0
28,61912.44,12475.56,733.0,4.4,13507.49,10,0
44,47886.36,14960.66,627.0,2.5,17280.03,10,0
48,39917.79,18293.07,554.0,2.3,8881.07,9,1
61,47742.04,12466.09,638.0,1.5,12155.72,2,0
56,64977.6,20286.78,628.0,0.0,15227.07,2,0
57,25173.6,6550.59,659.0,1.0,6051.81,8,0
41,88003.41,9142.38,554.0,3.2,7540.83,5,0
28,66497.17,6624.7,583.0,1.6,12286.06,5,0
29,44282.4,9651.02,732.0,10.4,21100.84,11,0
35,71268.14,12701.73,711.0,0.8,12495.05,6,0
60,79446.98,23232.73,743.0,10.4,9821.61,8,0
38,48393.24,15331.46,502.0,2.6,4477.88,8,0
62,50668.3,4725.54,579.0,1.6,7652.1,9,0
40,84869.48,3784.32,729.0,1.8,12125.12,10,0
26,97379.5,11672.02,697.0,2.0,11484.23,11,0
32,55588.71,21675.21,683.0,3.5,4402.7,3,0
22,31835.71,26223.82,621.0,2.2,15859.99,9,1
27,45587.96,2273.88,600.0,5.2,15866.79,14,0
36,75660.31,17978.82,653.0,2.8,7334.28,11,0
23,34395.69,11785.02,614.0,5.6,9681.36,3,0
23,50834.34,12406.23,692.0,4.6,4155.39,1,0
47,60851.7,6486.06,653.0,1.4,3147.89,12,0
63,36545.71,13239.49,572.0,8.4,10082.63,11,0
60,76928.69,6126.56,701.0,8.0,3316.98,5,0
58,68879.35,12873.19,750.0,22.5,11890.88,7,0
53,95190.92,24186.06,756.0,1.0,5617.64,3,0
48,70629.22,20049.9,704.0,9.4,14300.99,9,0
21,35782.21,30310.01,705.0,10.3,7486.33,1,0
28,65607.38,19210.86,557.0,5.1,0.0,6,0
57,74760.43,16396.14,596.0,3.5,5767.1,12,0
52,75789.58,19423.16,637.0,15.8,8641.23,12,1
63,39463.16,8793.61,697.0,18.0,0.0,6,0
57,37073.25,1000.0,602.0,5.1,0.0,14,0
24,32207.26,21369.37,625.0,2.2,6874.48,13,0
50,87094.64,1000.0,695.0,8.5,14027.53,8,0
26,67457.58,23972.81,661.0,0.5,11788.34,13,0
39,38575.63,21006.51,677.0,1.7,7913.34,3,0
52,57543.78,8203.83,588.0,21.2,2884.14,12,0
29,52526.25,11511.28,624.0,8.4,2592.07,5,0
32,35548.37,14907.69,612.0,14.0,11894.71,11,0
31,55723.68,7622.63,650.0,4.5,9189.12,10,0
36,58813.91,19324.16,615.0,2.6,13126.44,11,0
21,93625.06,20029.36,604.0,19.5,15224.0,5,0
41,41886.25,3456.31,660.0,1.9,5275.79,8,0
50,20812.01,8415.13,818.0,7.1,10640.71,7,0
33,34020.93,14705.55,697.0,4.1,11432.87,3,0
54,37147.05,24124.64,508.0,1.3,3815.53,7,0
24,46461.46,20218.28,678.0,0.1,4129.97,10,0
48,34069.93,1000.0,609.0,2.4,12336.52,8,0
58,71442.44,12664.05,575.0,4.0,8010.4,5,0
51,32679.34,18781.39,706.0,1.0,2762.71,11,0
47,55400.36,8600.32,656.0,2.7,3085.22,5,0
25,95003.84,7980.7,849.0,4.8,297.01,14,0
45,66071.37,9024.36,641.0,6.3,5850.47,14,0
23,64015.14,12536.18,632.0,0.3,1826.56,11,0
53,92146.32,7167.25,746.0,5.5,8613.34,1,0
24,79912.99,20279.44,652.0,0.3,21687.26,13,0
45,66302.49,8114.39,565.0,0.1,10762.11,8,0
40,48785.46,6710.73,580.0,0.8,14402.65,13,0
54,54546.22,11810.46,624.0,5.3,10403.83,6,0
46,53573.92,26831.33,703.0,0.3,0.0,6,1
25,46971.49,19202.24,752.0,0.1,8759.31,5,0
55,59240.73,19710.91,714.0,0.6,3904.04,5,0
48,62014.95,17290.01,695.0,15.0,3053.2,14,0
49,30107.43,7424.15,738.0,11.9,6640.92,3,0
29,87640.85,9879.47,700.0,0.5,11786.22,12,0
58,63195.95,8520.03,578.0,1.8,6168.78,3,0
26,49744.34,23732.48,632.0,14.7,13152.53,2,0
39,59423.52,17362.69,609.0,0.5,9099.31,9,0
64,73607.38,1661.55,751.0,0.5,9903.99,8,0
31,25666.27,26621.22,574.0,0.4,7645.38,11,1
22,52898.79,12344.39,575.0,18.7,15715.47,3,0
64,31282.88,20227.02,664.0,6.8,3794.4,5,0
64,108140.08,23418.7,804.0,1.2,4134.18,10,0
29,57763.72,1000.0,709.0,0.2,6090.71,5,0
41,31445.09,18636.78,733.0,16.8,11014.19,8,0
44,126989.34,12979.39,561.0,2.8,11823.18,6,0
54,44279.63,1000.0,704.0,4.6,4638.26,7,0
42,50818.4,5939.78,561.0,1.6,13381.14,5,0
23,52264.04,11363.13,708.0,7.1,2117.95,12,0
32,38040.94,21765.21,524.0,1.1,12277.21,1,0
48,59947.04,13590.1,623.0,7.7,10146.04,8,0
50,15000.0,16184.97,486.0,1.3,8104.39,4,1
46,76717.97,12150.97,579.0,0.5,10838.74,5,0
41,32443.9,23703.23,536.0,3.3,7285.68,1,1
48,46693.57,19168.25,702.0,8.4,9531.39,3,0
46,70030.39,16302.84,658.0,2.4,22436.44,2,0
53,50910.78,5854.94,613.0,0.1,13365.94,12,0
41,51729.05,15958.72,659.0,4.0,4747.04,2,0
55,34758.45,37254.97,584.0,5.7,6168.47,13,0
54,96912.96,21362.14,676.0,6.7,15249.23,1,0
61,65629.65,9085.26,644.0,2.6,5631.17,6,0
38,33344.3,29819.68,832.0,0.5,18204.64,8,0
31,58563.65,8732.85,781.0,4.4,12592.23,3,0
43,31930.64,20714.43,725.0,2.0,0.0,1,0
42,89448.29,14630.4,673.0,14.7,13210.0,14,1
37,58992.76,16457.03,684.0,3.5,0.0,10,0
25,35489.07,16750.64,749.0,3.2,5909.62,2,0
64,68951.81,13019.45,673.0,1.8,13131.15,3,0
31,49438.49,11885.28,678.0,2.1,0.0,6,0
50,29235.43,4465.33,604.0,3.6,20176.9,14,0
35,62620.93,5999.85,595.0,1.8,13810.57,3,0
47,62056.84,17671.71,641.0,11.1,2126.79,9,0
55,77754.67,9538.29,441.0,2.9,17120.07,12,0
53,56290.07,7719.92,648.0,1.7,0.0,1,1
40,57141.21,37618.59,631.0,0.8,1954.52,7,1
36,58202.66,34914.76,720.0,5.6,0.0,10,0
54,86905.66,19646.59,748.0,0.1,0.0,8,0
22,48798.53,20772.09,850.0,3.0,6001.01,9,0
55,64389.1,8500.67,696.0,4.0,9146.9,8,0
60,67334.91,5518.07,662.0,2.1,8967.76,5,0
48,61995.53,12277.31,605.0,6.9,8782.27,1,0
59,48041.91,15002.37,566.0,5.6,8315.48,1,0
26,57412.08,20704.62,723.0,17.8,911.28,14,0
29,53126.84,1000.0,648.0,3.6,4985.09,8,0
40,94184.21,32177.98,684.0,3.9,0.0,7,0
21,45844.72,16984.2,651.0,1.4,14477.34,5,0
28,36748.43,2594.43,654.0,2.4,8567.66,10,0
43,54875.97,16259.8,668.0,0.1,8409.94,3,0
23,53466.04,7780.39,684.0,5.8,12676.45,9,0
24,58936.87,7219.68,725.0,1.9,13105.83,4,0
45,45851.07,6500.78,551.0,3.9,5832.93,14,0
58,57207.47,12948.11,697.0,1.5,7298.73,6,0
35,57592.14,31821.73,547.0,4.9,17396.81,11,0
41,73119.79,15741.32,706.0,3.0,4488.26,4,0
55,56860.13,20551.12,676.0,3.3,17343.34,9,0
34,57049.5,22508.11,644.0,14.3,5898.03,4,0
56,65326.93,13841.95,647.0,6.1,0.0,14,0
32,72353.1,5711.84,661.0,1.5,8537.12,8,0
37,35326.48,2210.07,737.0,3.5,5851.67,11,0
59,29953.59,11900.38,730.0,3.1,0.0,12,0
29,88909.59,24151.49,721.0,7.9,7513.93,12,0
55,69081.51,22483.14,542.0,9.0,5086.98,3,0
33,50612.27,17051.05,696.0,1.7,19243.17,8,0
35,55394.04,18111.03,458.0,8.6,13810.93,11,0
38,47148.77,13905.41,480.0,1.0,2232.24,3,0
53,59225.61,11148.14,740.0,7.2,3558.44,14,0
26,35563.26,9094.53,534.0,1.4,14003.49,11,0
47,71803.34,3228.4,636.0,1.8,15275.1,5,0
43,58509.07,29377.01,762.0,9.6,6001.32,1,0
47,59232.54,16368.97,697.0,2.7,5114.52,6,0
54,37121.15,11460.28,680.0,23.3,7237.05,11,0
58,65485.34,29569.33,646.0,0.8,9739.91,2,0
34,37580.57,31095.86,660.0,3.1,12353.86,12,0
56,41156.98,36961.27,600.0,6.6,12664.35,3,1
28,56752.44,13013.38,612.0,0.0,1666.22,11,0
55,105146.64,15841.85,657.0,0.8,5841.75,1,0
39,58429.32,20207.65,669.0,0.1,0.0,11,0
50,15000.0,28297.48,637.0,24.7,7858.81,6,1
34,42149.97,15496.19,471.0,7.1,0.0,5,0
40,68674.58,7133.16,775.0,2.3,3609.14,10,0
45,32430.78,8972.96,725.0,0.8,14624.26,2,0
60,71622.05,24419.45,634.0,0.5,10340.24,11,0
44,58176.41,19968.28,727.0,3.8,10094.46,8,0
34,74826.54,13616.72,621.0,18.6,8013.83,9,0
46,43822.92,13090.56,675.0,5.6,16422.69,14,0
58,42264.32,13617.08,496.0,2.3,4232.99,14,0
43,66299.7,24912.31,671.0,3.5,8981.66,3,0
42,54849.43,8688.38,627.0,34.1,8661.14,12,0
39,53639.54,5292.71,667.0,3.7,5908.76,6,0
23,86379.4,29534.47,787.0,16.6,20829.82,6,0
62,67082.82,15200.44,649.0,0.1,674.44,14,0
39,15201.54,14365.37,613.0,6.4,0.0,10,0
29,70981.36,20367.94,614.0,4.9,8647.96,6,0
48,68979.38,7088.72,537.0,5.8,4381.78,8,0
40,78698.23,21003.97,682.0,4.2,0.0,12,0
27,36206.03,11938.18,693.0,0.2,10255.16,5,0
34,61496.12,24005.38,655.0,0.8,9450.7,10,0
29,57232.6,2730.13,724.0,12.8,14733.72,10,0
39,35847.36,18605.33,724.0,1.3,4663.86,13,0
34,73935.33,13150.14,656.0,24.8,0.0,8,0
58,50169.08,9362.85,697.0,5.7,2370.05,12,0
56,78054.65,21170.76,824.0,2.9,0.0,3,0
60,40142.82,13813.42,584.0,12.6,16980.54,7,0
37,25788.29,18728.1,712.0,7.9,14034.81,1,0
50,50148.68,25125.7,657.0,2.8,15700.01,4,0
29,59638.26,21331.97,734.0,0.4,11998.77,5,0
53,44316.08,6357.03,587.0,10.1,0.0,7,0
45,15000.0,10666.03,666.0,7.2,5575.82,14,1
34,62672.98,18674.33,596.0,7.8,12754.98,6,0
31,62579.61,21351.02,509.0,6.8,0.0,13,0
55,68743.35,11872.35,762.0,1.6,10644.58,6,0
61,47390.15,16582.83,615.0,9.8,12669.85,13,0
34,46298.97,16532.7,583.0,0.0,21579.37,2,0
50,83806.44,17647.19,604.0,1.4,13733.22,11,0
61,23491.91,5568.42,796.0,0.2,10850.44,2,0
24,50057.64,3679.74,755.0,0.6,8170.81,2,0
24,57846.04,1000.0,633.0,3.8,11259.48,10,0
48,67120.44,15844.49,719.0,0.2,11662.91,13,0
28,58395.34,4086.48,564.0,1.0,0.0,12,0
22,36560.15,32093.81,692.0,1.3,9280.62,8,0
61,78352.28,20232.93,616.0,5.3,0.0,7,0
